Order_ID,Amount,Quantity,Profit,Order_Date,Payment_Mode,Customer_ID,Products_ID,Location_ID,Date_ID
OID-10136,7909,19,1942,2024-02-16,COD,136,136,136,136
OID-10137,9768,8,4518,2021-11-26,Credit Card,137,137,137,137
OID-10138,4968,5,934,2021-11-26,Debit Card,138,138,138,138
OID-10139,1731,4,149,2021-11-26,EMI,139,139,139,139
OID-10140,3433,10,1169,2024-02-01,COD,140,140,140,140
OID-10141,3433,10,1169,2021-09-09,COD,141,141,141,141
OID-10142,3433,10,1169,2021-09-08,COD,142,142,142,142
OID-10143,3887,1,1490,2024-02-01,Debit Card,143,143,143,143
OID-10144,3887,1,1490,2021-09-09,Debit Card,144,144,144,144
OID-10145,3887,1,1490,2021-09-08,Debit Card,145,145,145,145
OID-10146,1801,20,641,2024-07-09,Credit Card,146,146,146,146
OID-10147,5301,10,817,2024-07-09,Debit Card,147,147,147,147
OID-10148,1166,12,520,2024-07-09,Debit Card,148,148,148,148
OID-10149,3196,15,1411,2024-07-09,Debit Card,149,149,149,149
OID-10150,3428,1,350,2023-02-28,Credit Card,150,150,150,150
OID-10151,7223,12,2433,2023-02-28,Credit Card,151,151,151,151
OID-10152,3731,1,647,2023-02-28,Credit Card,152,152,152,152
OID-10153,8903,18,4401,2022-08-08,Credit Card,153,153,153,153
OID-10154,6009,7,2107,2022-12-07,UPI,154,154,154,154
OID-10155,6009,7,2107,2024-04-29,UPI,155,155,155,155
OID-10156,2858,3,230,2022-12-07,Credit Card,156,156,156,156
OID-10157,2858,3,230,2024-04-29,Credit Card,157,157,157,157
OID-10158,8175,7,525,2022-12-07,Credit Card,158,158,158,158
OID-10159,8175,7,525,2024-04-29,Credit Card,159,159,159,159
OID-10160,5846,18,586,2022-12-07,UPI,160,160,160,160
OID-10161,5846,18,586,2024-04-29,UPI,161,161,161,161
OID-10162,706,11,197,2022-01-02,Credit Card,162,162,162,162
OID-10163,9835,16,2571,2022-06-10,COD,163,163,163,163
OID-10164,9835,16,2571,2021-11-16,COD,164,164,164,164
OID-10165,9835,16,2571,2022-08-17,COD,165,165,165,165
OID-10166,9691,13,3056,2022-06-10,Credit Card,166,166,166,166
OID-10167,9691,13,3056,2021-11-16,Credit Card,167,167,167,167
OID-10168,9691,13,3056,2022-08-17,Credit Card,168,168,168,168
OID-10169,7826,14,1221,2022-06-10,UPI,169,169,169,169
OID-10170,7826,14,1221,2021-11-16,UPI,170,170,170,170
OID-10171,7826,14,1221,2022-08-17,UPI,171,171,171,171
OID-10172,770,11,241,2021-11-23,COD,172,172,172,172
OID-10173,770,11,241,2023-03-04,COD,173,173,173,173
OID-10174,9895,20,1598,2023-12-16,COD,174,174,174,174
OID-10175,6517,10,1581,2024-05-19,Debit Card,175,175,175,175
OID-10176,6517,10,1581,2020-05-14,Debit Card,176,176,176,176
OID-10177,1166,11,349,2024-05-19,Credit Card,177,177,177,177
OID-10178,1166,11,349,2020-05-14,Credit Card,178,178,178,178
OID-10179,9820,16,793,2021-08-29,Credit Card,179,179,179,179
OID-10180,8563,8,2624,2024-11-10,COD,180,180,180,180
OID-10181,4441,20,281,2024-11-10,COD,181,181,181,181
OID-10182,7340,8,2271,2021-12-05,EMI,182,182,182,182
OID-10183,5442,1,1610,2021-12-05,EMI,183,183,183,183
OID-10184,1895,14,391,2024-07-05,UPI,184,184,184,184
OID-10185,5323,13,322,2024-07-05,COD,185,185,185,185
OID-10186,8850,13,279,2024-06-25,Debit Card,186,186,186,186
OID-10187,8667,6,1266,2024-06-25,Debit Card,187,187,187,187
OID-10188,6903,1,105,2024-05-31,COD,188,188,188,188
OID-10189,8793,7,3010,2024-05-31,COD,189,189,189,189
OID-10190,9883,16,4812,2020-10-20,UPI,190,190,190,190
OID-10191,9883,16,4812,2022-08-11,UPI,191,191,191,191
OID-10192,9883,16,4812,2021-10-17,UPI,192,192,192,192
OID-10193,5210,7,1185,2020-10-20,UPI,193,193,193,193
OID-10194,5210,7,1185,2022-08-11,UPI,194,194,194,194
OID-10195,5210,7,1185,2021-10-17,UPI,195,195,195,195
OID-10196,3574,4,851,2022-02-23,Credit Card,196,196,196,196
OID-10197,576,13,76,2022-02-23,UPI,197,197,197,197
OID-10198,1860,13,457,2023-09-20,EMI,198,198,198,198
OID-10199,782,8,374,2021-01-19,EMI,199,199,199,199
OID-10200,4371,1,1852,2021-01-19,UPI,200,200,200,200
OID-10201,8346,1,1176,2020-08-21,COD,201,201,201,201
OID-10202,8346,1,1176,2023-04-17,COD,202,202,202,202
OID-10203,8346,1,1176,2023-12-24,COD,203,203,203,203
OID-10204,6218,5,1125,2020-08-21,Debit Card,204,204,204,204
OID-10205,6218,5,1125,2023-04-17,Debit Card,205,205,205,205
OID-10206,6218,5,1125,2023-12-24,Debit Card,206,206,206,206
OID-10207,5167,14,253,2020-08-21,Credit Card,207,207,207,207
OID-10208,5167,14,253,2023-04-17,Credit Card,208,208,208,208
OID-10209,5167,14,253,2023-12-24,Credit Card,209,209,209,209
OID-10210,2799,5,1239,2020-08-21,Debit Card,210,210,210,210
OID-10211,2799,5,1239,2023-04-17,Debit Card,211,211,211,211
OID-10212,2799,5,1239,2023-12-24,Debit Card,212,212,212,212
OID-10213,3234,20,1029,2022-03-20,Credit Card,213,213,213,213
OID-10214,4920,12,775,2021-08-12,Debit Card,214,214,214,214
OID-10215,9078,15,2213,2021-08-12,EMI,215,215,215,215
OID-10216,8586,7,3826,2020-12-21,UPI,216,216,216,216
OID-10217,8586,7,3826,2023-07-07,UPI,217,217,217,217
OID-10218,5047,13,2211,2023-08-13,EMI,218,218,218,218
OID-10219,5047,13,2211,2021-02-04,EMI,219,219,219,219
OID-10220,5047,13,2211,2022-09-16,EMI,220,220,220,220
OID-10221,5047,13,2211,2022-05-06,EMI,221,221,221,221
OID-10222,3657,1,163,2021-05-28,UPI,222,222,222,222
OID-10223,6471,18,2842,2024-07-18,UPI,223,223,223,223
OID-10224,949,9,301,2024-12-06,UPI,224,224,224,224
OID-10225,6823,6,771,2024-12-06,EMI,225,225,225,225
OID-10226,4364,2,831,2024-12-06,EMI,226,226,226,226
OID-10227,6671,10,2797,2022-12-12,UPI,227,227,227,227
OID-10228,7472,3,1037,2022-10-20,COD,228,228,228,228
OID-10229,9548,9,1806,2022-10-20,COD,229,229,229,229
OID-10230,7759,17,3741,2021-03-24,UPI,230,230,230,230
OID-10231,7759,17,3741,2025-01-06,UPI,231,231,231,231
OID-10232,7521,16,3457,2021-03-24,Debit Card,232,232,232,232
OID-10233,7521,16,3457,2025-01-06,Debit Card,233,233,233,233
OID-10234,9704,12,4339,2021-03-06,COD,234,234,234,234
OID-10235,4948,18,2356,2021-03-06,Debit Card,235,235,235,235
OID-10236,6435,10,334,2021-03-06,Debit Card,236,236,236,236
OID-10237,9965,16,3033,2020-06-17,COD,237,237,237,237
OID-10238,9965,16,3033,2023-09-01,COD,238,238,238,238
OID-10239,1523,3,234,2023-06-08,UPI,239,239,239,239
OID-10240,9073,7,424,2023-06-08,Debit Card,240,240,240,240
OID-10241,6447,20,3079,2021-03-25,COD,241,241,241,241
OID-10242,8947,6,2807,2021-03-25,Credit Card,242,242,242,242
OID-10243,914,8,400,2021-01-03,Debit Card,243,243,243,243
OID-10244,1548,3,666,2021-01-03,Credit Card,244,244,244,244
OID-10245,2759,6,1149,2024-12-27,Credit Card,245,245,245,245
OID-10246,1341,4,615,2022-08-12,UPI,246,246,246,246
OID-10247,9851,19,2669,2022-03-28,Debit Card,247,247,247,247
OID-10248,9851,19,2669,2023-07-15,Debit Card,248,248,248,248
OID-10249,9851,19,2669,2022-09-22,Debit Card,249,249,249,249
OID-10250,9989,14,3930,2022-03-28,Debit Card,250,250,250,250
OID-10251,9989,14,3930,2023-07-15,Debit Card,251,251,251,251
OID-10252,9989,14,3930,2022-09-22,Debit Card,252,252,252,252
OID-10253,7421,10,958,2022-12-20,COD,253,253,253,253
OID-10254,7421,10,958,2022-01-16,COD,254,254,254,254
OID-10255,7421,10,958,2023-01-29,COD,255,255,255,255
OID-10256,3099,1,479,2022-01-15,COD,256,256,256,256
OID-10257,2521,7,906,2022-01-15,COD,257,257,257,257
OID-10258,6962,12,3429,2024-03-24,UPI,258,258,258,258
OID-10259,6962,12,3429,2025-02-19,UPI,259,259,259,259
OID-10260,1085,20,301,2024-07-13,UPI,260,260,260,260
OID-10261,738,2,342,2023-04-28,Debit Card,261,261,261,261
OID-10262,738,2,342,2020-12-05,Debit Card,262,262,262,262
OID-10263,738,2,342,2024-05-14,Debit Card,263,263,263,263
OID-10264,738,2,342,2022-01-18,Debit Card,264,264,264,264
OID-10265,1366,17,242,2023-09-18,EMI,265,265,265,265
OID-10266,1518,13,155,2023-09-18,Credit Card,266,266,266,266
OID-10267,2962,1,1470,2021-05-12,COD,267,267,267,267
OID-10268,2962,1,1470,2023-09-17,COD,268,268,268,268
OID-10269,7131,12,718,2021-05-12,UPI,269,269,269,269
OID-10270,7131,12,718,2023-09-17,UPI,270,270,270,270
OID-10271,4200,10,855,2021-05-12,EMI,271,271,271,271
OID-10272,4200,10,855,2023-09-17,EMI,272,272,272,272
OID-10273,5934,2,1563,2024-09-06,EMI,273,273,273,273
OID-10274,2701,11,322,2022-06-18,UPI,274,274,274,274
OID-10275,7273,18,2702,2022-06-18,COD,275,275,275,275
OID-10276,2465,18,699,2020-05-22,Debit Card,276,276,276,276
OID-10277,3479,2,1087,2024-10-17,EMI,277,277,277,277
OID-10278,5457,7,1765,2024-10-17,EMI,278,278,278,278
OID-10279,4957,8,1152,2022-03-22,Credit Card,279,279,279,279
OID-10280,4404,17,858,2024-03-17,Debit Card,280,280,280,280
OID-10281,8776,15,2529,2024-03-17,Credit Card,281,281,281,281
OID-10282,9536,9,1437,2020-04-02,UPI,282,282,282,282
OID-10283,2225,7,589,2020-04-02,Credit Card,283,283,283,283
OID-10284,9574,19,4045,2024-03-13,UPI,284,284,284,284
OID-10285,4382,17,482,2024-03-13,COD,285,285,285,285
OID-10286,8200,19,257,2023-03-21,COD,286,286,286,286
OID-10287,9316,13,3003,2023-03-21,Credit Card,287,287,287,287
OID-10288,6379,15,3128,2023-03-21,COD,288,288,288,288
OID-10289,3348,5,568,2024-03-02,Credit Card,289,289,289,289
OID-10290,3348,5,568,2021-04-30,Credit Card,290,290,290,290
OID-10291,8856,9,2020,2024-03-02,Debit Card,291,291,291,291
OID-10292,8856,9,2020,2021-04-30,Debit Card,292,292,292,292
OID-10293,1760,16,619,2021-09-15,Debit Card,293,293,293,293
OID-10294,1760,16,619,2023-01-28,Debit Card,294,294,294,294
OID-10295,6351,15,986,2021-09-15,UPI,295,295,295,295
OID-10296,6351,15,986,2023-01-28,UPI,296,296,296,296
OID-10297,869,14,373,2021-07-08,Credit Card,297,297,297,297
OID-10298,869,14,373,2020-04-08,Credit Card,298,298,298,298
OID-10299,1486,7,114,2021-07-08,UPI,299,299,299,299
OID-10300,1486,7,114,2020-04-08,UPI,300,300,300,300
OID-10301,2999,13,145,2022-08-23,COD,301,301,301,301
OID-10302,5142,20,1916,2022-08-23,EMI,302,302,302,302
OID-10303,1239,17,575,2022-12-17,UPI,303,303,303,303
OID-10304,1239,17,575,2022-06-08,UPI,304,304,304,304
OID-10305,1262,16,515,2022-12-17,EMI,305,305,305,305
OID-10306,1262,16,515,2022-06-08,EMI,306,306,306,306
OID-10307,1033,5,254,2020-08-28,COD,307,307,307,307
OID-10308,1518,19,159,2020-09-26,UPI,308,308,308,308
OID-10309,8581,2,2444,2020-12-13,Debit Card,309,309,309,309
OID-10310,8581,2,2444,2020-11-19,Debit Card,310,310,310,310
OID-10311,1167,5,463,2023-09-13,UPI,311,311,311,311
OID-10312,2841,20,803,2023-09-13,Credit Card,312,312,312,312
OID-10313,5680,19,2159,2023-09-13,UPI,313,313,313,313
OID-10314,8204,6,2382,2020-03-31,UPI,314,314,314,314
OID-10315,8204,6,2382,2020-10-20,UPI,315,315,315,315
OID-10316,2850,6,904,2020-03-31,EMI,316,316,316,316
OID-10317,2850,6,904,2020-10-20,EMI,317,317,317,317
OID-10318,907,9,391,2023-08-04,Credit Card,318,318,318,318
OID-10319,2174,19,265,2022-04-11,Credit Card,319,319,319,319
OID-10320,8541,12,2029,2022-04-11,Credit Card,320,320,320,320
OID-10321,1931,3,551,2022-04-11,EMI,321,321,321,321
OID-10322,1281,3,340,2021-12-31,Debit Card,322,322,322,322
OID-10323,2404,15,253,2021-12-31,COD,323,323,323,323
OID-10324,2119,1,196,2020-08-16,COD,324,324,324,324
OID-10325,3137,9,571,2025-02-02,Debit Card,325,325,325,325
OID-10326,2323,7,727,2022-02-24,COD,326,326,326,326
OID-10327,1368,9,406,2022-02-24,UPI,327,327,327,327
OID-10328,9204,16,3289,2024-02-25,Credit Card,328,328,328,328
OID-10329,9204,16,3289,2021-06-15,Credit Card,329,329,329,329
OID-10330,9894,20,3698,2024-02-25,EMI,330,330,330,330
OID-10331,9894,20,3698,2021-06-15,EMI,331,331,331,331
OID-10332,5322,18,1423,2022-12-08,COD,332,332,332,332
OID-10333,5322,18,1423,2023-12-09,COD,333,333,333,333
OID-10334,2666,14,559,2022-07-16,COD,334,334,334,334
OID-10335,8383,4,937,2024-05-05,UPI,335,335,335,335
OID-10336,7560,4,821,2021-10-04,EMI,336,336,336,336
OID-10337,1314,16,490,2021-11-20,UPI,337,337,337,337
OID-10338,4390,1,179,2021-11-20,Debit Card,338,338,338,338
OID-10339,1150,7,58,2021-11-20,Debit Card,339,339,339,339
OID-10340,1574,17,258,2020-09-15,EMI,340,340,340,340
OID-10341,5635,17,318,2020-09-15,UPI,341,341,341,341
OID-10342,6515,11,961,2020-09-15,Debit Card,342,342,342,342
OID-10343,1231,20,214,2023-01-17,Debit Card,343,343,343,343
OID-10344,1231,20,214,2020-06-16,Debit Card,344,344,344,344
OID-10345,6891,3,2529,2024-05-01,Debit Card,345,345,345,345
OID-10346,7524,15,2308,2023-12-07,EMI,346,346,346,346
OID-10347,6864,14,1824,2023-12-07,Credit Card,347,347,347,347
OID-10348,4215,14,432,2024-02-02,Debit Card,348,348,348,348
OID-10349,622,19,218,2024-06-23,Credit Card,349,349,349,349
OID-10350,1755,18,495,2024-06-23,UPI,350,350,350,350
OID-10351,8020,20,3898,2024-06-23,EMI,351,351,351,351
OID-10352,7333,4,1576,2024-06-07,Credit Card,352,352,352,352
OID-10353,7690,4,1134,2023-10-13,COD,353,353,353,353
OID-10354,912,2,246,2023-10-13,EMI,354,354,354,354
OID-10355,2791,14,894,2022-10-08,COD,355,355,355,355
OID-10356,2791,14,894,2023-10-27,COD,356,356,356,356
OID-10357,2791,14,894,2021-02-09,COD,357,357,357,357
OID-10358,6223,3,1478,2022-10-08,Debit Card,358,358,358,358
OID-10359,6223,3,1478,2023-10-27,Debit Card,359,359,359,359
OID-10360,6223,3,1478,2021-02-09,Debit Card,360,360,360,360
OID-10361,8943,17,3121,2022-10-08,Debit Card,361,361,361,361
OID-10362,8943,17,3121,2023-10-27,Debit Card,362,362,362,362
OID-10363,8943,17,3121,2021-02-09,Debit Card,363,363,363,363
OID-10364,3297,12,102,2022-10-08,Credit Card,364,364,364,364
OID-10365,3297,12,102,2023-10-27,Credit Card,365,365,365,365
OID-10366,3297,12,102,2021-02-09,Credit Card,366,366,366,366
OID-10367,8769,20,1989,2020-11-03,UPI,367,367,367,367
OID-10368,9057,19,1888,2022-05-30,COD,368,368,368,368
OID-10369,6864,11,3275,2022-05-30,Credit Card,369,369,369,369
OID-10370,9200,13,809,2022-05-30,COD,370,370,370,370
OID-10371,6113,6,2508,2024-06-16,UPI,371,371,371,371
OID-10372,7733,15,2784,2024-06-16,EMI,372,372,372,372
OID-10373,8524,14,154,2024-06-16,COD,373,373,373,373
OID-10374,6187,15,2344,2024-06-16,EMI,374,374,374,374
OID-10375,4364,18,148,2022-07-15,EMI,375,375,375,375
OID-10376,736,12,286,2022-07-15,EMI,376,376,376,376
OID-10377,9905,17,633,2021-07-18,EMI,377,377,377,377
OID-10378,9905,17,633,2021-10-02,EMI,378,378,378,378
OID-10379,2493,9,1221,2024-04-16,Credit Card,379,379,379,379
OID-10380,9849,1,963,2024-04-16,Credit Card,380,380,380,380
OID-10381,3423,4,804,2020-07-09,Credit Card,381,381,381,381
OID-10382,3423,4,804,2020-07-25,Credit Card,382,382,382,382
OID-10383,3423,4,804,2024-01-24,Credit Card,383,383,383,383
OID-10384,3423,4,804,2020-05-04,Credit Card,384,384,384,384
OID-10385,3423,4,804,2021-11-13,Credit Card,385,385,385,385
OID-10386,3900,9,115,2023-10-07,COD,386,386,386,386
OID-10387,8568,11,2419,2021-10-23,UPI,387,387,387,387
OID-10388,3283,6,71,2021-10-23,EMI,388,388,388,388
OID-10389,7643,19,3720,2022-07-18,EMI,389,389,389,389
OID-10390,3461,15,1537,2024-08-23,EMI,390,390,390,390
OID-10391,5714,6,1438,2024-08-23,Credit Card,391,391,391,391
OID-10392,3853,10,1457,2024-08-23,COD,392,392,392,392
OID-10393,6016,20,431,2020-10-28,UPI,393,393,393,393
OID-10394,1290,12,204,2024-06-15,UPI,394,394,394,394
OID-10395,1290,12,204,2024-12-19,UPI,395,395,395,395
OID-10396,4569,10,1693,2020-09-04,UPI,396,396,396,396
OID-10397,3083,16,1151,2022-04-16,Debit Card,397,397,397,397
OID-10398,3522,15,898,2024-08-29,Credit Card,398,398,398,398
OID-10399,3522,15,898,2022-01-14,Credit Card,399,399,399,399
OID-10400,7301,3,3602,2024-04-07,Debit Card,400,400,400,400
OID-10401,4462,8,121,2022-04-24,COD,401,401,401,401
OID-10402,6212,17,1881,2022-04-24,COD,402,402,402,402
OID-10403,4027,3,1386,2020-08-27,EMI,403,403,403,403
OID-10404,1676,14,330,2023-03-01,EMI,404,404,404,404
OID-10405,3927,12,1133,2023-03-01,COD,405,405,405,405
OID-10406,2776,9,887,2023-03-01,Debit Card,406,406,406,406
OID-10407,7684,12,1157,2020-10-02,COD,407,407,407,407
OID-10408,7684,12,1157,2020-06-23,COD,408,408,408,408
OID-10409,7684,12,1157,2023-08-21,COD,409,409,409,409
OID-10410,6008,17,2498,2022-07-16,Credit Card,410,410,410,410
OID-10411,7344,20,2598,2022-08-01,COD,411,411,411,411
OID-10412,6932,20,3218,2020-07-16,COD,412,412,412,412
OID-10413,7748,16,1706,2020-05-02,EMI,413,413,413,413
OID-10414,6381,20,2763,2020-05-02,UPI,414,414,414,414
OID-10415,992,6,64,2020-05-02,Credit Card,415,415,415,415
OID-10416,8649,13,2631,2024-01-10,EMI,416,416,416,416
OID-10417,8649,13,2631,2020-09-30,EMI,417,417,417,417
OID-10418,4099,18,52,2022-03-28,UPI,418,418,418,418
OID-10419,2539,5,324,2021-01-30,UPI,419,419,419,419
